,person,sites,entity_id,label,description,wikipedia_url,user,likert_response
612,http://www.wikidata.org/entity/Q23894967,21,Q23894967,Tony Stark,fictional character from the Marvel Cinematic Universe,https://en.wikipedia.org/wiki/Tony_Stark_(Marvel_Cinematic_Universe),swimfellow,
613,http://www.wikidata.org/entity/Q1997439,21,Q1997439,White Witch,"fictional witch, sorceress, queen; antagonist in ""The Chronicles of Narnia""",https://en.wikipedia.org/wiki/White_Witch,swimfellow,
614,http://www.wikidata.org/entity/Q1614785,27,Q1614785,Bulma,fictional character from Dragon Ball,https://en.wikipedia.org/wiki/Bulma,swimfellow,
615,http://www.wikidata.org/entity/Q5764991,30,Q5764991,Sinterklaas,legendary figure based on Saint Nicholas,https://en.wikipedia.org/wiki/Sinterklaas,swimfellow,
616,http://www.wikidata.org/entity/Q21208625,26,Q21208625,Achille Lauro,Italian singer (1990–),https://en.wikipedia.org/wiki/Achille_Lauro_(singer),swimfellow,
617,http://www.wikidata.org/entity/Q840291,36,Q840291,Magneto,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Magneto_(Marvel_Comics),swimfellow,
618,http://www.wikidata.org/entity/Q2085488,23,Q2085488,Agent Smith,Fictional character appearing in The Matrix,https://en.wikipedia.org/wiki/Agent_Smith,swimfellow,
619,http://www.wikidata.org/entity/Q2898292,24,Q2898292,Bernard Maris,"French economist, writer and journalist (1946-2015)",https://en.wikipedia.org/wiki/Bernard_Maris,swimfellow,
620,http://www.wikidata.org/entity/Q451974,30,Q451974,James Badge Dale,American actor,https://en.wikipedia.org/wiki/James_Badge_Dale,swimfellow,
621,http://www.wikidata.org/entity/Q309433,34,Q309433,Michael Scofield,fictional character from Prison Break,https://en.wikipedia.org/wiki/Michael_Scofield,swimfellow,
622,http://www.wikidata.org/entity/Q22058479,26,Q22058479,Justice Smith,American actor,https://en.wikipedia.org/wiki/Justice_Smith,swimfellow,
623,http://www.wikidata.org/entity/Q831685,37,Q831685,Gawain,knight in Arthurian legends,https://en.wikipedia.org/wiki/Gawain,swimfellow,
624,http://www.wikidata.org/entity/Q186422,59,Q186422,Wolverine,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Wolverine_(character),swimfellow,
625,http://www.wikidata.org/entity/Q2522063,50,Q2522063,Takashi Mizunuma,Japanese association football player and manager,https://en.wikipedia.org/wiki/Takashi_Mizunuma,swimfellow,
626,http://www.wikidata.org/entity/Q737236,29,Q737236,Mystique,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Mystique_(character),swimfellow,
627,http://www.wikidata.org/entity/Q735688,28,Q735688,Alparslan Türkeş,Turkish politician (1917–1997),https://en.wikipedia.org/wiki/Alparslan_T%C3%BCrke%C5%9F,swimfellow,
628,http://www.wikidata.org/entity/Q1071079,21,Q1071079,André Luiz Rodrigues Lopes,Brazilian association football player,"https://en.wikipedia.org/wiki/Andrezinho_(footballer,_born_1985)",swimfellow,
629,http://www.wikidata.org/entity/Q912184,26,Q912184,Jiraiya,fictional character from Naruto,https://en.wikipedia.org/wiki/Jiraiya_(Naruto),swimfellow,
630,http://www.wikidata.org/entity/Q219169,26,Q219169,Tagir Khaybulaev,Russian judoka,https://en.wikipedia.org/wiki/Tagir_Khaybulaev,swimfellow,
631,http://www.wikidata.org/entity/Q220453,35,Q220453,Zwarte Piet,companion of Saint Nicholas in the folklore of the Netherlands and Belgium,https://en.wikipedia.org/wiki/Zwarte_Piet,swimfellow,
632,http://www.wikidata.org/entity/Q111527133,22,Q111527133,Saint Javelin,Russo-Ukrainian War meme,https://en.wikipedia.org/wiki/Saint_Javelin,swimfellow,
633,http://www.wikidata.org/entity/Q266512,25,Q266512,Millie Perkins,American actress,https://en.wikipedia.org/wiki/Millie_Perkins,swimfellow,
634,http://www.wikidata.org/entity/Q6144020,34,Q6144020,James Tarkowski,English association football player,https://en.wikipedia.org/wiki/James_Tarkowski,swimfellow,
635,http://www.wikidata.org/entity/Q244748,50,Q244748,Menilek II,Emperor of Ethiopia and King of Shewa (1844-1913),https://en.wikipedia.org/wiki/Menelik_II,swimfellow,
636,http://www.wikidata.org/entity/Q844904,26,Q844904,Elmer Fudd,Warner Bros. cartoon character,https://en.wikipedia.org/wiki/Elmer_Fudd,swimfellow,
637,http://www.wikidata.org/entity/Q616337,30,Q616337,War Machine,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/War_Machine,swimfellow,
638,http://www.wikidata.org/entity/Q529942,21,Q529942,Francis Bebey,French musician and writer of Cameroonian origin (1929-2001),https://en.wikipedia.org/wiki/Francis_Bebey,swimfellow,
639,http://www.wikidata.org/entity/Q388796,23,Q388796,Sub-Zero,Mortal Kombat character,https://en.wikipedia.org/wiki/Sub-Zero_(Mortal_Kombat),swimfellow,
640,http://www.wikidata.org/entity/Q1987279,27,Q1987279,Vichitravirya,character from Indian epic Mahabharata,https://en.wikipedia.org/wiki/Vichitravirya,swimfellow,
641,http://www.wikidata.org/entity/Q52391,28,Q52391,Tanja Poutiainen,Finnish alpine skier,https://en.wikipedia.org/wiki/Tanja_Poutiainen,swimfellow,
642,http://www.wikidata.org/entity/Q15948790,44,Q15948790,Tove Lo,Swedish singer,https://en.wikipedia.org/wiki/Tove_Lo,swimfellow,
643,http://www.wikidata.org/entity/Q1649583,29,Q1649583,Simba,protagonist of The Lion King,https://en.wikipedia.org/wiki/Simba,swimfellow,
644,http://www.wikidata.org/entity/Q83629,22,Q83629,Mad Hatter,fictional character in DC Comics,https://en.wikipedia.org/wiki/Mad_Hatter_(DC_Comics),swimfellow,
645,http://www.wikidata.org/entity/Q4018254,24,Q4018254,Antonio Donnarumma,Italian footballer,https://en.wikipedia.org/wiki/Antonio_Donnarumma,swimfellow,
646,http://www.wikidata.org/entity/Q310158,44,Q310158,Palmiro Togliatti,former leader of the Italian Communist Party (1893–1964),https://en.wikipedia.org/wiki/Palmiro_Togliatti,swimfellow,
647,http://www.wikidata.org/entity/Q181333,43,Q181333,Francis II Rákóczi,leader of the Hungarian uprising against the Habsburgs in 1703–1711,https://en.wikipedia.org/wiki/Francis_II_R%C3%A1k%C3%B3czi,swimfellow,
648,http://www.wikidata.org/entity/Q254038,37,Q254038,Nichelle Nichols,American actress (1932–2022),https://en.wikipedia.org/wiki/Nichelle_Nichols,swimfellow,
649,http://www.wikidata.org/entity/Q29372,43,Q29372,Grendel,Figure in the poem Beowulf,https://en.wikipedia.org/wiki/Grendel,swimfellow,
650,http://www.wikidata.org/entity/Q133386,63,Q133386,Jan Peter Balkenende,Prime Minister of the Netherlands from 2002 to 2010,https://en.wikipedia.org/wiki/Jan_Peter_Balkenende,swimfellow,
651,http://www.wikidata.org/entity/Q51770,49,Q51770,Palpatine,character in Star Wars,https://en.wikipedia.org/wiki/Palpatine,swimfellow,
652,http://www.wikidata.org/entity/Q3278526,20,Q3278526,Peeves,poltergeist of Hogwarts,https://en.wikipedia.org/wiki/Peeves,swimfellow,
653,http://www.wikidata.org/entity/Q47255,35,Q47255,Stan Marsh,fictional character from South Park,https://en.wikipedia.org/wiki/Stan_Marsh,swimfellow,
654,http://www.wikidata.org/entity/Q2283843,23,Q2283843,Mysterio,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Mysterio,swimfellow,
655,http://www.wikidata.org/entity/Q5700415,24,Q5700415,Dudley Dursley,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Dudley_Dursley,swimfellow,
656,http://www.wikidata.org/entity/Q356140,48,Q356140,Ben E. King,American singer (1938–2015),https://en.wikipedia.org/wiki/Ben_E._King,swimfellow,
657,http://www.wikidata.org/entity/Q164083,44,Q164083,Till Eulenspiegel,fictional character from German folklore,https://en.wikipedia.org/wiki/Till_Eulenspiegel,swimfellow,
658,http://www.wikidata.org/entity/Q1425114,24,Q1425114,Santa's Little Helper,fictional character from The Simpsons franchise,https://en.wikipedia.org/wiki/Santa%27s_Little_Helper,swimfellow,
659,http://www.wikidata.org/entity/Q103784,87,Q103784,Donald Sutherland,Canadian actor (1935–2024),https://en.wikipedia.org/wiki/Donald_Sutherland,swimfellow,
660,http://www.wikidata.org/entity/Q512382,24,Q512382,Leonard Hofstadter,fictional character in The Big Bang Theory,https://en.wikipedia.org/wiki/Leonard_Hofstadter,swimfellow,
661,http://www.wikidata.org/entity/Q49562244,20,Q49562244,Song Bum-keun,South Korean association football player,https://en.wikipedia.org/wiki/Song_Bum-keun,swimfellow,
662,http://www.wikidata.org/entity/Q917583,40,Q917583,Snegurochka,"fictional girl made of snow, from the folklore of the Russian Empire, later said to be the (grand)daughter of Ded Moroz",https://en.wikipedia.org/wiki/Snegurochka,swimfellow,
663,http://www.wikidata.org/entity/Q1367960,22,Q1367960,Nobita Nobi,Protagonist of the Doraemon series,https://en.wikipedia.org/wiki/Nobita_Nobi,swimfellow,
664,http://www.wikidata.org/entity/Q726046,20,Q726046,Gonzalo Sorondo,Uruguayan footballer,https://en.wikipedia.org/wiki/Gonzalo_Sorondo,swimfellow,
665,http://www.wikidata.org/entity/Q247551,44,Q247551,Jean-Paul Vonderburg,Swedish association football player,https://en.wikipedia.org/wiki/Jean-Paul_Vonderburg,swimfellow,
666,http://www.wikidata.org/entity/Q719911,21,Q719911,Jeffrey A. Hoffman,American astronaut,https://en.wikipedia.org/wiki/Jeffrey_A._Hoffman,swimfellow,
667,http://www.wikidata.org/entity/Q1065786,25,Q1065786,Judge Dredd,fictional comic book character,https://en.wikipedia.org/wiki/Judge_Dredd,swimfellow,
668,http://www.wikidata.org/entity/Q17307,22,Q17307,Pantalone,principal character found in commedia dell'arte,https://en.wikipedia.org/wiki/Pantalone,swimfellow,
669,http://www.wikidata.org/entity/Q1511184,25,Q1511184,Edna Krabappel,fictional character from the simpsons franchise,https://en.wikipedia.org/wiki/Edna_Krabappel,swimfellow,
670,http://www.wikidata.org/entity/Q912640,28,Q912640,Black Cat,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Black_Cat_(Marvel_Comics),swimfellow,
671,http://www.wikidata.org/entity/Q171303,68,Q171303,Zeno of Citium,"Greek philosopher, founder of Stoicism",https://en.wikipedia.org/wiki/Zeno_of_Citium,swimfellow,
672,http://www.wikidata.org/entity/Q446777,21,Q446777,Annarita Sidoti,Italian racewalker (1969–2015),https://en.wikipedia.org/wiki/Annarita_Sidoti,swimfellow,
673,http://www.wikidata.org/entity/Q284166,35,Q284166,Sondra Locke,American actress (1944–2018),https://en.wikipedia.org/wiki/Sondra_Locke,swimfellow,
674,http://www.wikidata.org/entity/Q1986193,30,Q1986193,Buzz Lightyear,fictional Toy Story character,https://en.wikipedia.org/wiki/Buzz_Lightyear,swimfellow,
675,http://www.wikidata.org/entity/Q359679,31,Q359679,Aristobulus II,"Jewish High Priest and King of Judea, 66 BC to 63 BC",https://en.wikipedia.org/wiki/Aristobulus_II,swimfellow,
676,http://www.wikidata.org/entity/Q1770841,26,Q1770841,Regulus Black,,https://en.wikipedia.org/wiki/Regulus_Black,swimfellow,
677,http://www.wikidata.org/entity/Q702565,23,Q702565,Kim Song-ae-pa,First Lady of North Korea from 1963 to 1974,https://en.wikipedia.org/wiki/Kim_Song-ae,swimfellow,
678,http://www.wikidata.org/entity/Q2019811,23,Q2019811,Xenophilius Lovegood,fictional character in Harry Potter series,https://en.wikipedia.org/wiki/Xenophilius_Lovegood,swimfellow,
679,http://www.wikidata.org/entity/Q273273,47,Q273273,Rudolph of France,king of France (890-936),https://en.wikipedia.org/wiki/Rudolph_of_France,swimfellow,
680,http://www.wikidata.org/entity/Q50374754,37,Q50374754,Kaoru Kakinami,Japanese association football player,https://en.wikipedia.org/wiki/Kaoru_Kakinami,swimfellow,
681,http://www.wikidata.org/entity/Q27064038,20,Q27064038,Faris Ibrahim,Qatari weightlifter,https://en.wikipedia.org/wiki/Fares_El-Bakh,swimfellow,
682,http://www.wikidata.org/entity/Q28414,28,Q28414,Lestek,9th/10th-century Duke of the Polans,https://en.wikipedia.org/wiki/Lestek,swimfellow,
683,http://www.wikidata.org/entity/Q340016,20,Q340016,Denis Johnson,"American writer (novel, drama, poetry, essay) (1949-2017)",https://en.wikipedia.org/wiki/Denis_Johnson,swimfellow,
684,http://www.wikidata.org/entity/Q467034,24,Q467034,Marcus Bent,British footballer (born 1978),https://en.wikipedia.org/wiki/Marcus_Bent,swimfellow,
685,http://www.wikidata.org/entity/Q5651141,40,Q5651141,Borat Sagdiyev,fictional character created and portrayed by Sacha Baron Cohen,https://en.wikipedia.org/wiki/Borat_Sagdiyev,swimfellow,
686,http://www.wikidata.org/entity/Q60217,35,Q60217,Johann Gustav Droysen,German historian (1808–1884),https://en.wikipedia.org/wiki/Johann_Gustav_Droysen,swimfellow,
687,http://www.wikidata.org/entity/Q931525,23,Q931525,Jerryd Bayless,American basketball player,https://en.wikipedia.org/wiki/Jerryd_Bayless,swimfellow,
688,http://www.wikidata.org/entity/Q1982348,29,Q1982348,Subhadra,character from Indian epic Mahabharata,https://en.wikipedia.org/wiki/Subhadra,swimfellow,
689,http://www.wikidata.org/entity/Q177499,63,Q177499,Gandalf,fictional character from J.R.R. Tolkien's legendarium,https://en.wikipedia.org/wiki/Gandalf,swimfellow,
690,http://www.wikidata.org/entity/Q1963397,23,Q1963397,Petunia Dursley,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Petunia_Dursley,swimfellow,
691,http://www.wikidata.org/entity/Q627323,29,Q627323,Sandman,mythical character,https://en.wikipedia.org/wiki/Sandman,swimfellow,
692,http://www.wikidata.org/entity/Q542717,20,Q542717,Sohrab Bakhtiarizadeh,Iranian football player and coach,https://en.wikipedia.org/wiki/Sohrab_Bakhtiarizadeh,swimfellow,
693,http://www.wikidata.org/entity/Q164124,20,Q164124,Fritz Bleyl,German artist (1880-1966),https://en.wikipedia.org/wiki/Fritz_Bleyl,swimfellow,
694,http://www.wikidata.org/entity/Q632908,37,Q632908,Paddington Bear,children's book character created by Michael Bond,https://en.wikipedia.org/wiki/Paddington_Bear,swimfellow,
695,http://www.wikidata.org/entity/Q3302690,21,Q3302690,Kenji Koyama,Japanese association football player,https://en.wikipedia.org/wiki/Kenji_Koyama,swimfellow,
696,http://www.wikidata.org/entity/Q209004,49,Q209004,Nikolai Leskov,Russian writer (1831–1895),https://en.wikipedia.org/wiki/Nikolai_Leskov,swimfellow,
697,http://www.wikidata.org/entity/Q199796,65,Q199796,Popeye,cartoon fictional character,https://en.wikipedia.org/wiki/Popeye,swimfellow,
698,http://www.wikidata.org/entity/Q756787,22,Q756787,"Theodore ""T-Bag"" Bagwell",character on American television series Prison Break,https://en.wikipedia.org/wiki/Theodore_%22T-Bag%22_Bagwell,swimfellow,
699,http://www.wikidata.org/entity/Q311594,36,Q311594,Philippe Pinel,French psychiatrist,https://en.wikipedia.org/wiki/Philippe_Pinel,swimfellow,
700,http://www.wikidata.org/entity/Q935079,43,Q935079,SpongeBob SquarePants,main character from the animated television show SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(character),swimfellow,
701,http://www.wikidata.org/entity/Q3479150,29,Q3479150,Serena M. Auñón-Chancellor,"American physician, engineer, and NASA astronaut",https://en.wikipedia.org/wiki/Serena_Au%C3%B1%C3%B3n-Chancellor,swimfellow,
702,http://www.wikidata.org/entity/Q21055187,21,Q21055187,Lys Mousset,French footballer (born 1996),https://en.wikipedia.org/wiki/Lys_Mousset,swimfellow,
703,http://www.wikidata.org/entity/Q5971789,23,Q5971789,Junya Osaki,Japanese association football player,https://en.wikipedia.org/wiki/Junya_Osaki,swimfellow,
704,http://www.wikidata.org/entity/Q2305638,21,Q2305638,Shere Khan,"fictional character from Rudyard Kipling's ""The Jungle Book""",https://en.wikipedia.org/wiki/Shere_Khan,swimfellow,
705,http://www.wikidata.org/entity/Q60002,25,Q60002,Colossus,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Colossus_(character),swimfellow,
706,http://www.wikidata.org/entity/Q51320,21,Q51320,Mr. Eko,character from the American mystery fiction television series Lost,https://en.wikipedia.org/wiki/Mr._Eko,swimfellow,
707,http://www.wikidata.org/entity/Q378756,28,Q378756,Bernabò Visconti,Lord of Milan,https://en.wikipedia.org/wiki/Bernab%C3%B2_Visconti,swimfellow,
708,http://www.wikidata.org/entity/Q371299,21,Q371299,Haimar Zubeldia,road bicycle racer,https://en.wikipedia.org/wiki/Haimar_Zubeldia,swimfellow,
709,http://www.wikidata.org/entity/Q317704,30,Q317704,Tchéky Karyo,French actor,https://en.wikipedia.org/wiki/Tch%C3%A9ky_Karyo,swimfellow,
710,http://www.wikidata.org/entity/Q1644810,21,Q1644810,Lenny Leonard,fictional character from the The Simpsons franchise,https://en.wikipedia.org/wiki/Lenny_Leonard,swimfellow,
711,http://www.wikidata.org/entity/Q1077456,38,Q1077456,Patrick Star,main character in SpongeBob SquarePants,https://en.wikipedia.org/wiki/Patrick_Star,swimfellow,
712,http://www.wikidata.org/entity/Q596978,23,Q596978,Man with No Name,Western film character,https://en.wikipedia.org/wiki/Man_with_No_Name,swimfellow,
713,http://www.wikidata.org/entity/Q21515016,38,Q21515016,Kylo Ren,Star Wars character,https://en.wikipedia.org/wiki/Kylo_Ren,swimfellow,
714,http://www.wikidata.org/entity/Q459778,35,Q459778,Enrico Albertosi,Italian footballer (1939-),https://en.wikipedia.org/wiki/Enrico_Albertosi,swimfellow,
715,http://www.wikidata.org/entity/Q315747,38,Q315747,Georges Ernest Boulanger,French general (1837-1891),https://en.wikipedia.org/wiki/Georges_Ernest_Boulanger,swimfellow,
716,http://www.wikidata.org/entity/Q388605,22,Q388605,Cruella de Vil,"fictional character in Dodie Smith's ""The Hundred and One Dalmatians"" and in the Disney animated film and franchise ""101 Dalmatians""",https://en.wikipedia.org/wiki/Cruella_de_Vil,swimfellow,
717,http://www.wikidata.org/entity/Q350306,34,Q350306,Timmy Simons,Belgian footballer,https://en.wikipedia.org/wiki/Timmy_Simons,swimfellow,
718,http://www.wikidata.org/entity/Q1148977,23,Q1148977,Zhu Bajie,character of the novel Journey to the West,https://en.wikipedia.org/wiki/Zhu_Bajie,swimfellow,
719,http://www.wikidata.org/entity/Q367422,28,Q367422,Julius Firmicus Maternus,4th century Latin writer and astrologer,https://en.wikipedia.org/wiki/Julius_Firmicus_Maternus,swimfellow,
720,http://www.wikidata.org/entity/Q47958,29,Q47958,Butters Stotch,fictional character from South Park,https://en.wikipedia.org/wiki/Butters_Stotch,swimfellow,
721,http://www.wikidata.org/entity/Q448813,25,Q448813,Frank Murkowski,American politician in Alaska (born 1933),https://en.wikipedia.org/wiki/Frank_Murkowski,swimfellow,
722,http://www.wikidata.org/entity/Q841372,24,Q841372,Juggernaut,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Juggernaut_(character),swimfellow,
723,http://www.wikidata.org/entity/Q121806,33,Q121806,Philip J. Fry,main character in the television show Futurama,https://en.wikipedia.org/wiki/Philip_J._Fry,swimfellow,
724,http://www.wikidata.org/entity/Q51755,36,Q51755,Ahsoka Tano,fictional character from Star Wars,https://en.wikipedia.org/wiki/Ahsoka_Tano,swimfellow,
725,http://www.wikidata.org/entity/Q226822,44,Q226822,Zorro,fictional character,https://en.wikipedia.org/wiki/Zorro,swimfellow,
726,http://www.wikidata.org/entity/Q67984,26,Q67984,Giancarlo Bercellino,Italian footballer,https://en.wikipedia.org/wiki/Giancarlo_Bercellino,swimfellow,
727,http://www.wikidata.org/entity/Q381769,37,Q381769,Chris Coleman,Welsh association football player and manager (born 1970),https://en.wikipedia.org/wiki/Chris_Coleman_(footballer),swimfellow,
728,http://www.wikidata.org/entity/Q108732,56,Q108732,Pluto,animated dog in various Disney productions,https://en.wikipedia.org/wiki/Pluto_(Disney),swimfellow,
729,http://www.wikidata.org/entity/Q51797,54,Q51797,Princess Leia,fictional character from Star Wars,https://en.wikipedia.org/wiki/Princess_Leia,swimfellow,
730,http://www.wikidata.org/entity/Q3416772,25,Q3416772,Rita Skeeter,Harry Potter character,https://en.wikipedia.org/wiki/Rita_Skeeter,swimfellow,
731,http://www.wikidata.org/entity/Q298263,54,Q298263,Kenneth MacAlpin,King of the Picts,https://en.wikipedia.org/wiki/Kenneth_MacAlpin,swimfellow,
732,http://www.wikidata.org/entity/Q429509,20,Q429509,Maxim Trankov,Russian pair skater (born 1983),https://en.wikipedia.org/wiki/Maxim_Trankov,swimfellow,
733,http://www.wikidata.org/entity/Q223408,29,Q223408,Francis Lai,Academy Award-winning French composer,https://en.wikipedia.org/wiki/Francis_Lai,swimfellow,
734,http://www.wikidata.org/entity/Q621416,24,Q621416,Nyarlathotep,malign deity in the Cthulhu Mythos,https://en.wikipedia.org/wiki/Nyarlathotep,swimfellow,
735,http://www.wikidata.org/entity/Q76716,68,Q76716,Karl Lagerfeld,German fashion designer (1933–2019),https://en.wikipedia.org/wiki/Karl_Lagerfeld,swimfellow,
736,http://www.wikidata.org/entity/Q940279,27,Q940279,Melusine,mythic water sprite,https://en.wikipedia.org/wiki/Melusine,swimfellow,
737,http://www.wikidata.org/entity/Q1773077,20,Q1773077,Aramis,fictional character in The Three Musketeers and other Dumas novels,https://en.wikipedia.org/wiki/Aramis,swimfellow,
738,http://www.wikidata.org/entity/Q319918,47,Q319918,Daffy Duck,fictional Warner Bros. character,https://en.wikipedia.org/wiki/Daffy_Duck,swimfellow,
739,http://www.wikidata.org/entity/Q209394,20,Q209394,Michael Wood,English historian and broadcaster (born 1948),https://en.wikipedia.org/wiki/Michael_Wood_(historian),swimfellow,
740,http://www.wikidata.org/entity/Q193461,64,Q193461,Maitreya,future Buddha in Buddhist eschatology,https://en.wikipedia.org/wiki/Maitreya,swimfellow,
741,http://www.wikidata.org/entity/Q761417,26,Q761417,Clarabelle Cow,Disney cartoon character,https://en.wikipedia.org/wiki/Clarabelle_Cow,swimfellow,
742,http://www.wikidata.org/entity/Q615123,21,Q615123,Terje Rypdal,Norwegian jazz guitarist and composer,https://en.wikipedia.org/wiki/Terje_Rypdal,swimfellow,
743,http://www.wikidata.org/entity/Q190282,42,Q190282,Luna Lovegood,fictional character in the Harry Potter universe,https://en.wikipedia.org/wiki/Luna_Lovegood,swimfellow,
744,http://www.wikidata.org/entity/Q2267970,21,Q2267970,Miss Piggy,Muppet character,https://en.wikipedia.org/wiki/Miss_Piggy,swimfellow,
745,http://www.wikidata.org/entity/Q777062,23,Q777062,Ariadne Oliver,fictional character,https://en.wikipedia.org/wiki/Ariadne_Oliver,swimfellow,
746,http://www.wikidata.org/entity/Q11773777,46,Q11773777,Sun Wukong,mythical character from Journey to the West,https://en.wikipedia.org/wiki/Sun_Wukong,swimfellow,
747,http://www.wikidata.org/entity/Q57840,27,Q57840,Philémon Yang,"Cameroonian politician, former Prime minister of Cameroon",https://en.wikipedia.org/wiki/Phil%C3%A9mon_Yang,swimfellow,
748,http://www.wikidata.org/entity/Q212167,39,Q212167,Atom Egoyan,Canadian filmmaker of Armenian descent,https://en.wikipedia.org/wiki/Atom_Egoyan,swimfellow,
749,http://www.wikidata.org/entity/Q256286,24,Q256286,Subramanya Bharathi,"Tamil poet, social reformer, fighter for Indian freedom & women's rights",https://en.wikipedia.org/wiki/Subramania_Bharati,swimfellow,
750,http://www.wikidata.org/entity/Q653571,28,Q653571,Joachim Trier,film director,https://en.wikipedia.org/wiki/Joachim_Trier,swimfellow,
751,http://www.wikidata.org/entity/Q864751,22,Q864751,The Hatter,fictional character from Alice in Wonderland and Through the Looking-Glass,https://en.wikipedia.org/wiki/Mad_Hatter,swimfellow,
752,http://www.wikidata.org/entity/Q1381592,30,Q1381592,Mowgli,fictional human from Rudyard Kipling's The Jungle Book,https://en.wikipedia.org/wiki/Mowgli,swimfellow,
753,http://www.wikidata.org/entity/Q298320,35,Q298320,Rodrigo Taddei,Brazilian footballer,https://en.wikipedia.org/wiki/Rodrigo_Taddei,swimfellow,
754,http://www.wikidata.org/entity/Q511769,27,Q511769,Deadshot,fictional character in DC Comics,https://en.wikipedia.org/wiki/Deadshot,swimfellow,
755,http://www.wikidata.org/entity/Q337249,26,Q337249,Habib Koité,Malian musician,https://en.wikipedia.org/wiki/Habib_Koit%C3%A9,swimfellow,
756,http://www.wikidata.org/entity/Q188409,28,Q188409,Yevgeny Shevchuk,President of Transnistria,https://en.wikipedia.org/wiki/Yevgeny_Shevchuk,swimfellow,
757,http://www.wikidata.org/entity/Q58767078,21,Q58767078,Mats Wieffer,Dutch association football player (born 1999),https://en.wikipedia.org/wiki/Mats_Wieffer,swimfellow,
758,http://www.wikidata.org/entity/Q715597,41,Q715597,Obelix,cartoon character in the French comic book series Asterix,https://en.wikipedia.org/wiki/Obelix,swimfellow,
759,http://www.wikidata.org/entity/Q4957115,20,Q4957115,Rolanda Hooch,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Rolanda_Hooch,swimfellow,
760,http://www.wikidata.org/entity/Q1254714,24,Q1254714,Yasuo Manaka,Japanese association football player,https://en.wikipedia.org/wiki/Yasuo_Manaka,swimfellow,
761,http://www.wikidata.org/entity/Q776925,24,Q776925,Mohamed Abdel-Shafy,Egyptian association football player,https://en.wikipedia.org/wiki/Mohamed_Abdel_Shafy,swimfellow,
762,http://www.wikidata.org/entity/Q297377,39,Q297377,Frontinus,"Roman civil engineer, author, soldier and senator (c. 30 – 103 AD)",https://en.wikipedia.org/wiki/Frontinus,swimfellow,
763,http://www.wikidata.org/entity/Q936542,21,Q936542,Pepper Potts,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Pepper_Potts,swimfellow,
764,http://www.wikidata.org/entity/Q751417,39,Q751417,Big Brother,fictional character in George Orwell's novel Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Big_Brother_(Nineteen_Eighty-Four),swimfellow,
765,http://www.wikidata.org/entity/Q332885,49,Q332885,Faust,protagonist of a classic German legend,https://en.wikipedia.org/wiki/Faust,swimfellow,
766,http://www.wikidata.org/entity/Q1419509,25,Q1419509,Oswald the Lucky Rabbit,animated cartoon character,https://en.wikipedia.org/wiki/Oswald_the_Lucky_Rabbit,swimfellow,
767,http://www.wikidata.org/entity/Q284007,26,Q284007,Seiko Matsuda,"Japanese pop singer, actress (1962-)",https://en.wikipedia.org/wiki/Seiko_Matsuda,swimfellow,
768,http://www.wikidata.org/entity/Q838088,28,Q838088,Iceman,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Iceman_(Marvel_Comics),swimfellow,
769,http://www.wikidata.org/entity/Q327553,50,Q327553,Daredevil,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Daredevil_(Marvel_Comics_character),swimfellow,
770,http://www.wikidata.org/entity/Q459971,23,Q459971,Kimbo Slice,American mixed martial artist and boxer (1974-2016),https://en.wikipedia.org/wiki/Kimbo_Slice,swimfellow,
771,http://www.wikidata.org/entity/Q1575844,21,Q1575844,Lola Bunny,Warner Bros. cartoon character,https://en.wikipedia.org/wiki/Lola_Bunny,swimfellow,
772,http://www.wikidata.org/entity/Q285419,28,Q285419,Marisa Berenson,American actress and model,https://en.wikipedia.org/wiki/Marisa_Berenson,swimfellow,
773,http://www.wikidata.org/entity/Q463074,20,Q463074,Jake Tsakalidis,Greek basketball player,https://en.wikipedia.org/wiki/Jake_Tsakalidis,swimfellow,
774,http://www.wikidata.org/entity/Q5947347,83,Q5947347,Ebrahim Raisi,8th President of Iran from 2021 to 2024,https://en.wikipedia.org/wiki/Ebrahim_Raisi,swimfellow,
775,http://www.wikidata.org/entity/Q3221958,27,Q3221958,Seamus Finnigan,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Seamus_Finnigan,swimfellow,
776,http://www.wikidata.org/entity/Q775254,26,Q775254,Ted Mosby,fictional character from the television series How I Met Your Mother,https://en.wikipedia.org/wiki/Ted_Mosby,swimfellow,
